Season,Age,Tm,Lg,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Name
2010-11,34.0,TOT,NBA,SG,73.0,63.0,28.1,5.3,12.2,0.437,1.6,4.4,0.361,3.7,7.8,0.479,0.502,1.8,2.4,0.74,0.7,3.0,3.8,2.0,0.9,0.3,1.2,2.6,14.0,Vince Carter
2010-11,34.0,ORL,NBA,SG,22.0,22.0,30.2,5.7,12.1,0.47,1.2,3.5,0.346,4.5,8.5,0.521,0.521,2.5,3.4,0.747,0.5,3.6,4.1,2.9,0.9,0.1,1.6,3.2,15.1,Vince Carter
2010-11,34.0,PHO,NBA,SG,51.0,41.0,27.2,5.2,12.3,0.422,1.7,4.8,0.366,3.4,7.5,0.458,0.494,1.4,1.9,0.735,0.8,2.8,3.6,1.6,0.9,0.3,1.1,2.4,13.5,Vince Carter
2011-12,35.0,DAL,NBA,SG,61.0,40.0,25.3,3.7,8.9,0.411,1.2,3.4,0.361,2.4,5.5,0.442,0.48,1.6,1.9,0.826,0.5,2.8,3.4,2.3,0.9,0.4,1.4,2.2,10.1,Vince Carter
2012-13,36.0,DAL,NBA,SF,81.0,3.0,25.8,4.6,10.6,0.435,2.0,4.9,0.406,2.6,5.6,0.461,0.53,2.2,2.8,0.816,0.7,3.4,4.1,2.4,0.9,0.5,1.3,2.8,13.4,Vince Carter
2013-14,37.0,DAL,NBA,SG,81.0,0.0,24.4,4.1,10.0,0.407,1.8,4.6,0.394,2.3,5.4,0.418,0.497,2.0,2.4,0.821,0.8,2.7,3.5,2.6,0.8,0.4,1.3,2.6,11.9,Vince Carter
2014-15,38.0,MEM,NBA,SG,66.0,1.0,16.5,2.0,6.2,0.333,1.0,3.5,0.297,1.0,2.6,0.379,0.417,0.7,0.9,0.789,0.4,1.6,2.0,1.2,0.7,0.2,0.7,1.5,5.8,Vince Carter
2015-16,39.0,MEM,NBA,SG,60.0,3.0,16.8,2.2,5.7,0.388,1.0,2.8,0.349,1.2,2.9,0.425,0.474,1.2,1.4,0.833,0.5,1.9,2.4,0.9,0.6,0.3,0.6,1.7,6.6,Vince Carter
2016-17,40.0,MEM,NBA,SF,73.0,15.0,24.6,2.6,6.7,0.394,1.5,4.1,0.378,1.1,2.7,0.418,0.508,1.2,1.6,0.765,0.5,2.6,3.1,1.8,0.8,0.5,0.7,2.2,8.0,Vince Carter
2017-18,41.0,SAC,NBA,SF,58.0,5.0,17.7,2.0,4.9,0.403,1.0,2.8,0.345,1.0,2.0,0.483,0.504,0.5,0.6,0.757,0.3,2.2,2.6,1.2,0.7,0.4,0.6,1.7,5.4,Vince Carter
2018-19,42.0,ATL,NBA,PF,76.0,9.0,17.5,2.6,6.2,0.419,1.6,4.2,0.389,1.0,2.0,0.48,0.55,0.6,0.9,0.712,0.4,2.1,2.6,1.1,0.6,0.4,0.6,1.9,7.4,Vince Carter
2019-20,43.0,ATL,NBA,PF,60.0,0.0,14.6,1.8,5.1,0.352,1.0,3.4,0.302,0.8,1.7,0.451,0.452,0.4,0.5,0.793,0.3,1.8,2.1,0.8,0.4,0.4,0.6,1.5,5.0,Vince Carter
1976-77,23.0,MIL,NBA,SF,60,,10.8,2.2,4.6,.477,,,,2.2,4.6,.477,.477,0.8,1.0,.767,1.1,1.7,2.8,0.4,0.3,0.3,,1.3,5.2,Alex English
1977-78,24.0,MIL,NBA,SF,82,,18.9,4.2,7.7,.542,,,,4.2,7.7,.542,.542,1.3,1.7,.727,1.8,3.1,4.8,1.6,0.5,0.7,1.7,2.2,9.6,Alex English
1978-79,25.0,IND,NBA,SF,81,,33.3,7.0,13.6,.511,,,,7.0,13.6,.511,.511,2.1,2.8,.752,3.1,5.0,8.1,3.3,0.9,1.0,2.4,2.6,16.0,Alex English
1979-80,26.0,TOT,NBA,SF,78,,30.8,7.1,14.3,.497,0.0,0.1,.333,7.1,14.2,.498,.498,2.7,3.4,.789,3.4,4.3,7.8,2.9,0.9,0.8,2.7,2.6,16.9,Alex English
1979-80,26.0,IND,NBA,SF,54,,28.3,6.4,12.7,.504,0.0,0.1,.000,6.4,12.6,.507,.504,2.1,2.6,.814,3.1,3.9,7.0,2.6,0.8,0.6,2.3,2.4,14.9,Alex English
1979-80,26.0,DEN,NBA,SF,24,,36.5,8.6,17.8,.485,0.1,0.1,.667,8.5,17.7,.483,.487,4.0,5.3,.762,4.3,5.1,9.4,3.4,1.2,1.2,3.8,3.3,21.3,Alex English
1980-81,27.0,DEN,NBA,SF,81,,38.2,9.5,19.2,.494,0.0,0.1,.600,9.4,19.1,.494,.495,4.8,5.7,.850,3.4,4.6,8.0,3.6,1.3,1.2,3.0,3.1,23.8,Alex English
1981-82,28.0,DEN,NBA,SF,82,82,36.8,10.4,18.9,.551,0.0,0.1,.000,10.4,18.8,.553,.551,4.5,5.4,.840,2.6,4.2,6.8,5.3,1.1,1.5,3.2,3.2,25.4,Alex English
1982-83,29.0,DEN,NBA,SF,82,82,36.4,11.7,22.6,.516,0.0,0.1,.167,11.7,22.5,.519,.517,5.0,6.0,.829,3.2,4.1,7.3,4.8,1.4,1.5,3.2,2.9,28.4,Alex English
1983-84,30.0,DEN,NBA,SF,82,77,35.0,11.1,20.9,.529,0.0,0.1,.143,11.0,20.8,.531,.529,4.3,5.2,.824,2.6,3.0,5.7,5.0,1.0,1.2,2.7,3.1,26.4,Alex English
1984-85,31.0,DEN,NBA,SF,81,81,36.1,11.6,22.4,.518,0.0,0.1,.200,11.6,22.3,.519,.518,4.7,5.7,.829,2.5,3.1,5.7,4.2,1.2,0.6,3.1,3.2,27.9,Alex English
1985-86,32.0,DEN,NBA,SF,81,81,37.3,11.7,23.3,.504,0.0,0.1,.200,11.7,23.2,.505,.504,6.3,7.3,.862,2.4,2.6,5.0,4.0,0.9,0.4,3.1,2.9,29.8,Alex English
1986-87,33.0,DEN,NBA,SF,82,82,37.6,11.8,23.4,.503,0.0,0.2,.267,11.7,23.2,.504,.504,5.0,5.9,.844,1.8,2.4,4.2,5.1,0.9,0.3,2.6,2.6,28.6,Alex English
1987-88,34.0,DEN,NBA,SF,80,80,35.2,10.5,21.3,.495,0.0,0.1,.000,10.5,21.2,.496,.495,3.9,4.7,.828,2.1,2.6,4.7,4.7,0.9,0.3,2.3,2.4,25.0,Alex English
1988-89,35.0,DEN,NBA,SF,82,82,36.5,11.3,22.9,.491,0.0,0.1,.250,11.2,22.8,.492,.492,4.0,4.6,.858,1.8,2.2,4.0,4.7,0.8,0.1,2.4,2.1,26.5,Alex English
1989-90,36.0,DEN,NBA,SF,80,80,27.6,7.9,16.2,.491,0.0,0.1,.400,7.9,16.1,.491,.492,2.0,2.3,.880,1.5,2.1,3.6,2.8,0.6,0.3,1.2,1.6,17.9,Alex English
1990-91,37.0,DAL,NBA,SF,79,26,22.1,4.1,9.3,.439,0.0,0.0,.000,4.1,9.3,.439,.439,1.5,1.8,.850,1.4,1.8,3.2,1.3,0.5,0.3,1.3,1.8,9.7,Alex English
1987-88,22.0,IND,NBA,SG,82,1,22.4,3.7,7.6,0.488,0.7,2.1,0.355,3.0,5.5,0.538,0.537,1.8,2.3,0.801,1.2,1.2,2.3,1.6,0.6,0.2,1.2,1.9,10.0,Reggie Miller
1988-89,23.0,IND,NBA,SG,74,70,34.3,5.4,11.2,0.479,1.3,3.3,0.402,4.1,7.9,0.511,0.538,3.9,4.6,0.844,1.0,3.0,3.9,3.1,1.3,0.4,1.9,2.3,16.0,Reggie Miller
1989-90,24.0,IND,NBA,SG,82,82,38.9,8.1,15.7,0.514,1.8,4.4,0.414,6.2,11.3,0.552,0.572,6.6,7.6,0.868,1.2,2.4,3.6,3.8,1.3,0.2,2.7,2.1,24.6,Reggie Miller
1990-91,25.0,IND,NBA,SG,82,82,36.2,7.3,14.2,0.512,1.4,3.9,0.348,5.9,10.3,0.575,0.56,6.7,7.3,0.918,1.0,2.4,3.4,4.0,1.3,0.2,2.0,2.0,22.6,Reggie Miller
1991-92,26.0,IND,NBA,SG,82,82,38.0,6.9,13.7,0.501,1.6,4.2,0.378,5.3,9.5,0.555,0.559,5.4,6.3,0.858,1.0,2.9,3.9,3.8,1.3,0.3,1.9,2.6,20.7,Reggie Miller
1992-93,27.0,IND,NBA,SG,82,82,36.0,7.0,14.5,0.479,2.0,5.1,0.399,4.9,9.4,0.522,0.549,5.2,5.9,0.88,0.8,2.3,3.1,3.2,1.5,0.3,1.8,2.2,21.2,Reggie Miller
1993-94,28.0,IND,NBA,SG,79,79,33.4,6.6,13.2,0.503,1.6,3.7,0.421,5.1,9.5,0.535,0.562,5.1,5.6,0.908,0.4,2.3,2.7,3.1,1.5,0.3,2.2,2.4,19.9,Reggie Miller
1994-95,29.0,IND,NBA,SG,81,81,32.9,6.2,13.5,0.462,2.4,5.8,0.415,3.8,7.7,0.498,0.552,4.7,5.3,0.897,0.4,2.2,2.6,3.0,1.2,0.2,1.9,1.9,19.6,Reggie Miller
1995-96,30.0,IND,NBA,SG,76,76,34.5,6.6,14.0,0.473,2.2,5.4,0.41,4.4,8.6,0.512,0.552,5.7,6.6,0.863,0.5,2.3,2.8,3.3,1.0,0.2,2.5,2.3,21.1,Reggie Miller
1996-97,31.0,IND,NBA,SG,81,81,36.6,6.8,15.4,0.444,2.8,6.6,0.427,4.0,8.7,0.456,0.536,5.2,5.9,0.88,0.7,2.9,3.5,3.4,0.9,0.3,2.0,2.1,21.6,Reggie Miller
1997-98,32.0,IND,NBA,SG,81,81,34.5,6.4,13.3,0.477,2.0,4.7,0.429,4.3,8.6,0.504,0.553,4.7,5.4,0.868,0.6,2.3,2.9,2.1,1.0,0.1,1.6,1.8,19.5,Reggie Miller
1998-99,33.0,IND,NBA,SG,50,50,35.7,5.9,13.4,0.438,2.1,5.5,0.385,3.8,7.9,0.475,0.517,4.5,4.9,0.915,0.5,2.2,2.7,2.2,0.7,0.2,1.5,2.0,18.4,Reggie Miller
1999-00,34.0,IND,NBA,SG,81,81,36.9,5.8,12.9,0.448,2.0,5.0,0.408,3.7,7.9,0.473,0.527,4.6,5.0,0.919,0.6,2.3,3.0,2.3,1.0,0.3,1.6,1.6,18.1,Reggie Miller
2000-01,35.0,IND,NBA,SG,81,81,39.3,6.4,14.5,0.44,2.1,5.7,0.366,4.3,8.8,0.487,0.512,4.0,4.3,0.928,0.5,3.0,3.5,3.2,1.0,0.2,1.6,2.0,18.9,Reggie Miller
2001-02,36.0,IND,NBA,SG,79,79,36.6,5.2,11.6,0.453,2.3,5.6,0.406,3.0,5.9,0.498,0.552,3.7,4.1,0.911,0.3,2.5,2.8,3.2,1.1,0.1,1.5,1.8,16.5,Reggie Miller
2002-03,37.0,IND,NBA,SG,70,70,30.2,4.0,9.1,0.441,1.6,4.5,0.355,2.4,4.6,0.527,0.53,3.0,3.3,0.9,0.3,2.2,2.5,2.4,0.9,0.1,0.9,1.3,12.6,Reggie Miller
2003-04,38.0,IND,NBA,SG,80,80,28.2,3.3,7.4,0.438,1.7,4.2,0.401,1.6,3.3,0.485,0.551,1.8,2.1,0.885,0.2,2.1,2.4,3.1,0.8,0.1,0.9,1.2,10.0,Reggie Miller
2004-05,39.0,IND,NBA,SG,66,66,31.9,4.8,10.9,0.437,1.5,4.5,0.322,3.3,6.4,0.518,0.503,3.8,4.1,0.933,0.3,2.1,2.4,2.2,0.8,0.1,1.2,1.7,14.8,Reggie Miller
1960-61,22.0,LAL,NBA,SG,79,,35.4,6.7,16.0,0.419,,,,,,,,4.2,6.3,0.666,,,7.7,4.2,,,,2.7,17.6,Jerry West
1961-62,23.0,LAL,NBA,PG,75,,41.2,10.7,23.9,0.445,,,,,,,,9.5,12.3,0.769,,,7.9,5.4,,,,2.3,30.8,Jerry West
1962-63,24.0,LAL,NBA,PG,55,,39.3,10.2,22.1,0.461,,,,,,,,6.7,8.7,0.778,,,7.0,5.6,,,,2.7,27.1,Jerry West
1963-64,25.0,LAL,NBA,PG,72,,40.4,10.3,21.2,0.484,,,,,,,,8.1,9.8,0.832,,,6.0,5.6,,,,2.8,28.7,Jerry West
1964-65,26.0,LAL,NBA,PG,74,,41.4,11.1,22.4,0.497,,,,,,,,8.8,10.7,0.821,,,6.0,4.9,,,,3.0,31.0,Jerry West
1965-66,27.0,LAL,NBA,SG,79,,40.7,10.4,21.9,0.473,,,,,,,,10.6,12.4,0.86,,,7.1,6.1,,,,3.1,31.3,Jerry West
1966-67,28.0,LAL,NBA,PG,66,,40.5,9.8,21.0,0.464,,,,,,,,9.1,10.4,0.878,,,5.9,6.8,,,,2.4,28.7,Jerry West
1967-68,29.0,LAL,NBA,SG,51,,37.6,9.3,18.2,0.514,,,,,,,,7.7,9.5,0.811,,,5.8,6.1,,,,3.0,26.3,Jerry West
1968-69,30.0,LAL,NBA,SG,61,,39.2,8.9,19.0,0.471,,,,,,,,8.0,9.8,0.821,,,4.3,6.9,,,,2.6,25.9,Jerry West
1969-70,31.0,LAL,NBA,PG,74,,42.0,11.2,22.6,0.497,,,,,,,,8.7,10.6,0.824,,,4.6,7.5,,,,2.2,31.2,Jerry West
1970-71,32.0,LAL,NBA,PG,69,,41.2,9.7,19.6,0.494,,,,,,,,7.6,9.1,0.832,,,4.6,9.5,,,,2.6,26.9,Jerry West
1971-72,33.0,LAL,NBA,PG,77,,38.6,9.5,20.0,0.477,,,,,,,,6.7,8.2,0.814,,,4.2,9.7,,,,2.7,25.8,Jerry West
1972-73,34.0,LAL,NBA,PG,69,,35.7,9.0,18.7,0.479,,,,,,,,4.9,6.1,0.805,,,4.2,8.8,,,,2.0,22.8,Jerry West
1973-74,35.0,LAL,NBA,PG,31,,31.2,7.5,16.7,0.447,,,,,,,,5.3,6.4,0.833,1.0,2.8,3.7,6.6,2.6,0.7,,2.6,20.3,Jerry West
1985-86,23.0,NYK,NBA,C,50.0,50.0,35.4,7.7,16.3,0.474,0.0,0.1,0.0,7.7,16.2,0.477,0.474,4.5,6.1,0.739,2.5,6.5,9.0,2.0,1.1,2.1,3.4,3.8,20.0,Patrick Ewing
1986-87,24.0,NYK,NBA,PF,63.0,63.0,35.0,8.4,16.7,0.503,0.0,0.1,0.0,8.4,16.6,0.507,0.503,4.7,6.6,0.713,2.5,6.3,8.8,1.7,1.4,2.3,3.6,3.9,21.5,Patrick Ewing
1987-88,25.0,NYK,NBA,C,82.0,82.0,31.0,8.0,14.4,0.555,0.0,0.0,0.0,8.0,14.4,0.556,0.555,4.2,5.8,0.716,3.0,5.3,8.2,1.5,1.3,3.0,3.5,4.0,20.2,Patrick Ewing
1988-89,26.0,NYK,NBA,C,80.0,80.0,36.2,9.1,16.0,0.567,0.0,0.1,0.0,9.1,16.0,0.57,0.567,4.5,6.1,0.746,2.7,6.6,9.3,2.4,1.5,3.5,3.3,3.9,22.7,Patrick Ewing
1989-90,27.0,NYK,NBA,C,82.0,82.0,38.6,11.2,20.4,0.551,0.0,0.0,0.25,11.2,20.4,0.552,0.551,6.1,7.9,0.775,2.9,8.0,10.9,2.2,1.0,4.0,3.4,4.0,28.6,Patrick Ewing
1990-91,28.0,NYK,NBA,C,81.0,81.0,38.3,10.4,20.3,0.514,0.0,0.1,0.0,10.4,20.2,0.516,0.514,5.7,7.7,0.745,2.4,8.8,11.2,3.0,1.0,3.2,3.6,3.5,26.6,Patrick Ewing
1991-92,29.0,NYK,NBA,C,82.0,82.0,38.4,9.7,18.6,0.522,0.0,0.1,0.167,9.7,18.5,0.523,0.522,4.6,6.2,0.738,2.8,8.5,11.2,1.9,1.1,3.0,2.5,3.4,24.0,Patrick Ewing
1992-93,30.0,NYK,NBA,C,81.0,81.0,37.1,9.6,19.1,0.503,0.0,0.1,0.143,9.6,19.0,0.504,0.503,4.9,6.9,0.719,2.4,9.7,12.1,1.9,0.9,2.0,3.3,3.5,24.2,Patrick Ewing
1993-94,31.0,NYK,NBA,C,79.0,79.0,37.6,9.4,19.0,0.496,0.1,0.2,0.286,9.4,18.8,0.498,0.497,5.6,7.4,0.765,2.8,8.4,11.2,2.3,1.1,2.7,3.3,3.5,24.5,Patrick Ewing
1994-95,32.0,NYK,NBA,C,79.0,79.0,37.0,9.2,18.4,0.503,0.1,0.3,0.286,9.2,18.1,0.506,0.505,5.3,7.1,0.75,2.0,9.0,11.0,2.7,0.9,2.0,3.2,3.4,23.9,Patrick Ewing
1995-96,33.0,NYK,NBA,C,76.0,76.0,36.6,8.9,19.2,0.466,0.1,0.4,0.143,8.9,18.8,0.472,0.467,4.6,6.1,0.761,2.1,8.5,10.6,2.1,0.9,2.4,2.9,3.3,22.5,Patrick Ewing
1996-97,34.0,NYK,NBA,C,78.0,78.0,37.0,8.4,17.2,0.488,0.0,0.1,0.222,8.4,17.1,0.49,0.489,5.6,7.5,0.754,2.2,8.4,10.7,2.0,0.9,2.4,3.4,3.2,22.4,Patrick Ewing
1997-98,35.0,NYK,NBA,C,26.0,26.0,32.6,7.8,15.5,0.504,0.0,0.1,0.0,7.8,15.4,0.506,0.504,5.2,7.2,0.72,2.3,7.9,10.2,1.1,0.6,2.2,3.0,2.8,20.8,Patrick Ewing
1998-99,36.0,NYK,NBA,C,38.0,38.0,34.2,6.5,14.9,0.435,0.0,0.1,0.0,6.5,14.9,0.436,0.435,4.3,6.1,0.706,1.9,8.0,9.9,1.1,0.8,2.6,2.6,2.8,17.3,Patrick Ewing
1999-00,37.0,NYK,NBA,C,62.0,62.0,32.8,5.8,12.5,0.466,0.0,0.0,0.0,5.8,12.5,0.467,0.466,3.3,4.6,0.731,2.3,7.5,9.7,0.9,0.6,1.4,2.3,3.2,15.0,Patrick Ewing
2000-01,38.0,SEA,NBA,C,79.0,79.0,26.7,3.7,8.7,0.43,0.0,0.0,0.0,3.7,8.6,0.431,0.43,2.2,3.2,0.685,1.6,5.8,7.4,1.2,0.7,1.2,1.9,2.9,9.6,Patrick Ewing
2001-02,39.0,ORL,NBA,C,65.0,4.0,13.9,2.3,5.1,0.444,0.0,0.0,0.0,2.3,5.1,0.446,0.444,1.4,2.1,0.701,0.9,3.1,4.0,0.5,0.3,0.7,1.0,2.0,6.0,Patrick Ewing
1988-89,24.0,SAC,NBA,SG,7,0,6.1,1.1,2.7,0.421,0.0,0.1,0.0,1.1,2.6,0.444,0.421,0.1,0.3,0.5,0.4,0.6,1.0,0.0,0.1,0.1,0.3,1.0,2.4,Ray Allen
1989-90,25.0,SAC,NBA,SG,63,6,11.8,1.7,3.8,0.444,0.0,0.1,0.0,1.7,3.7,0.457,0.444,0.4,0.7,0.535,0.8,1.4,2.2,0.4,0.3,0.3,0.4,1.6,3.7,Ray Allen
1996-97,21.0,PHI,NBA,PG,76,74,40.1,8.2,19.8,.416,2.0,6.0,.341,6.2,13.8,.448,.467,5.0,7.2,.702,1.5,2.6,4.1,7.5,2.1,0.3,4.4,3.1,23.5,Allen Iverson
1997-98,22.0,PHI,NBA,PG,80,80,39.4,8.1,17.6,.461,0.9,2.9,.298,7.2,14.7,.494,.486,4.9,6.7,.729,1.1,2.6,3.7,6.2,2.2,0.3,3.1,2.5,22.0,Allen Iverson
1998-99,23.0,PHI,NBA,SG,48,48,41.5,9.1,22.0,.412,1.2,4.1,.291,7.9,17.9,.440,.439,7.4,9.9,.751,1.4,3.5,4.9,4.6,2.3,0.1,3.5,2.0,26.8,Allen Iverson
1999-00,24.0,PHI,NBA,SG,70,70,40.8,10.4,24.8,.421,1.3,3.7,.341,9.1,21.0,.435,.446,6.3,8.9,.713,1.0,2.8,3.8,4.7,2.1,0.1,3.3,2.3,28.4,Allen Iverson
2000-01,25.0,PHI,NBA,SG,71,71,42.0,10.7,25.5,.420,1.4,4.3,.320,9.4,21.2,.441,.447,8.2,10.1,.814,0.7,3.1,3.8,4.6,2.5,0.3,3.3,2.1,31.1,Allen Iverson
2001-02,26.0,PHI,NBA,SG,60,59,43.7,11.1,27.8,.398,1.3,4.5,.291,9.8,23.4,.419,.422,7.9,9.8,.812,0.7,3.8,4.5,5.5,2.8,0.2,4.0,1.7,31.4,Allen Iverson
2002-03,27.0,PHI,NBA,SG,82,82,42.5,9.8,23.7,.414,1.0,3.7,.277,8.8,20.0,.440,.436,7.0,9.0,.774,0.8,3.4,4.2,5.5,2.7,0.2,3.5,1.8,27.6,Allen Iverson
2003-04,28.0,PHI,NBA,SG,48,47,42.5,9.1,23.4,.387,1.2,4.1,.286,7.9,19.3,.408,.412,7.1,9.5,.745,0.7,3.0,3.7,6.8,2.4,0.1,4.4,1.8,26.4,Allen Iverson
2004-05,29.0,PHI,NBA,PG,75,75,42.3,10.3,24.2,.424,1.4,4.5,.308,8.9,19.7,.451,.453,8.7,10.5,.835,0.7,3.3,4.0,7.9,2.4,0.1,4.6,1.9,30.7,Allen Iverson
2005-06,30.0,PHI,NBA,PG,72,72,43.1,11.3,25.3,.447,1.0,3.1,.323,10.3,22.2,.465,.467,9.4,11.5,.814,0.6,2.6,3.2,7.4,1.9,0.1,3.4,1.7,33.0,Allen Iverson
2006-07,31.0,TOT,NBA,"PG,SG",65,64,42.5,8.9,20.2,.442,1.0,3.0,.315,8.0,17.2,.465,.466,7.5,9.4,.795,0.4,2.6,3.0,7.2,1.9,0.2,4.1,1.5,26.3,Allen Iverson
2006-07,31.0,PHI,NBA,PG,15,15,42.7,10.1,24.4,.413,0.8,3.5,.226,9.3,20.9,.444,.429,10.3,11.6,.885,0.5,2.3,2.7,7.3,2.2,0.1,4.4,1.4,31.2,Allen Iverson
2006-07,31.0,DEN,NBA,SG,50,49,42.4,8.6,18.9,.454,1.0,2.9,.347,7.6,16.1,.473,.480,6.6,8.7,.759,0.3,2.7,3.0,7.2,1.8,0.2,4.0,1.5,24.8,Allen Iverson
2007-08,32.0,DEN,NBA,SG,82,82,41.8,8.7,19.0,.458,1.2,3.4,.345,7.5,15.6,.482,.488,7.9,9.7,.809,0.6,2.4,3.0,7.1,2.0,0.1,3.0,1.3,26.4,Allen Iverson
2008-09,33.0,TOT,NBA,"PG,SG",57,53,36.7,6.1,14.6,.417,0.5,1.7,.283,5.6,12.9,.435,.434,4.8,6.1,.781,0.5,2.5,3.0,5.0,1.5,0.1,2.6,1.5,17.5,Allen Iverson
2008-09,33.0,DEN,NBA,SG,3,3,41.0,6.0,13.3,.450,0.7,2.7,.250,5.3,10.7,.500,.475,6.0,8.3,.720,1.0,1.7,2.7,6.7,1.0,0.3,3.3,1.0,18.7,Allen Iverson
2008-09,33.0,DET,NBA,PG,54,50,36.5,6.1,14.7,.416,0.5,1.7,.286,5.6,13.0,.432,.432,4.7,6.0,.786,0.5,2.6,3.1,4.9,1.6,0.1,2.5,1.5,17.4,Allen Iverson
2009-10,34.0,TOT,NBA,"PG,SG",28,24,30.9,4.9,11.3,.430,0.3,0.9,.360,4.5,10.4,.436,.445,3.7,4.7,.794,0.6,2.3,2.8,4.0,0.7,0.1,2.3,1.7,13.8,Allen Iverson
2009-10,34.0,MEM,NBA,PG,3,0,22.3,5.0,8.7,.577,0.3,0.3,1.000,4.7,8.3,.560,.596,2.0,4.0,.500,0.3,1.0,1.3,3.7,0.3,0.0,2.3,1.7,12.3,Allen Iverson
2009-10,34.0,PHI,NBA,SG,25,24,31.9,4.8,11.6,.417,0.3,1.0,.333,4.5,10.6,.425,.431,3.9,4.8,.824,0.6,2.4,3.0,4.1,0.7,0.1,2.3,1.7,13.9,Allen Iverson
2009-10,20.0,OKC,NBA,SG,76.0,0.0,22.9,3.1,7.6,0.403,1.2,3.3,0.375,1.8,4.3,0.424,0.484,2.6,3.2,0.808,0.6,2.6,3.2,1.8,1.1,0.3,1.4,2.6,9.9,James Harden
2010-11,21.0,OKC,NBA,SG,82.0,5.0,26.7,3.6,8.3,0.436,1.4,4.0,0.349,2.3,4.4,0.514,0.518,3.5,4.2,0.843,0.5,2.6,3.1,2.1,1.1,0.3,1.3,2.5,12.2,James Harden
2011-12,22.0,OKC,NBA,SG,62.0,2.0,31.4,5.0,10.1,0.491,1.8,4.7,0.39,3.1,5.4,0.579,0.582,5.0,6.0,0.846,0.5,3.6,4.1,3.7,1.0,0.2,2.2,2.4,16.8,James Harden
2012-13,23.0,HOU,NBA,SG,78.0,78.0,38.3,7.5,17.1,0.438,2.3,6.2,0.368,5.2,10.9,0.477,0.504,8.6,10.2,0.851,0.8,4.1,4.9,5.8,1.8,0.5,3.8,2.3,25.9,James Harden
2013-14,24.0,HOU,NBA,SG,73.0,73.0,38.0,7.5,16.5,0.456,2.4,6.6,0.366,5.1,9.9,0.515,0.529,7.9,9.1,0.866,0.8,3.9,4.7,6.1,1.6,0.4,3.6,2.4,25.4,James Harden
2014-15,25.0,HOU,NBA,SG,81.0,81.0,36.8,8.0,18.1,0.44,2.6,6.9,0.375,5.4,11.3,0.48,0.511,8.8,10.2,0.868,0.9,4.7,5.7,7.0,1.9,0.7,4.0,2.6,27.4,James Harden
2015-16,26.0,HOU,NBA,SG,82.0,82.0,38.1,8.7,19.7,0.439,2.9,8.0,0.359,5.8,11.7,0.494,0.512,8.8,10.2,0.86,0.8,5.3,6.1,7.5,1.7,0.6,4.6,2.8,29.0,James Harden
2016-17,27.0,HOU,NBA,PG,81.0,81.0,36.4,8.3,18.9,0.44,3.2,9.3,0.347,5.1,9.6,0.53,0.525,9.2,10.9,0.847,1.2,7.0,8.1,11.2,1.5,0.5,5.7,2.7,29.1,James Harden
2017-18,28.0,HOU,NBA,SG,72.0,72.0,35.4,9.0,20.1,0.449,3.7,10.0,0.367,5.4,10.1,0.531,0.541,8.7,10.1,0.858,0.6,4.8,5.4,8.8,1.8,0.7,4.4,2.3,30.4,James Harden
2018-19,29.0,HOU,NBA,PG,78.0,78.0,36.8,10.8,24.5,0.442,4.8,13.2,0.368,6.0,11.3,0.528,0.541,9.7,11.0,0.879,0.8,5.8,6.6,7.5,2.0,0.7,5.0,3.1,36.1,James Harden
2019-20,30.0,HOU,NBA,SG,68.0,68.0,36.5,9.9,22.3,0.444,4.4,12.4,0.355,5.5,9.9,0.556,0.543,10.2,11.8,0.865,1.0,5.5,6.6,7.5,1.8,0.9,4.5,3.3,34.3,James Harden
2020-21,31.0,TOT,NBA,"PG,SG",44.0,43.0,36.6,7.8,16.7,0.466,2.8,7.6,0.362,5.0,9.1,0.553,0.548,6.3,7.3,0.861,0.8,7.1,7.9,10.8,1.2,0.8,4.0,2.3,24.6,James Harden
2020-21,31.0,HOU,NBA,SG,8.0,8.0,36.3,7.5,16.9,0.444,3.1,9.0,0.347,4.4,7.9,0.556,0.537,6.6,7.5,0.883,0.6,4.5,5.1,10.4,0.9,0.8,4.3,1.8,24.8,James Harden
2020-21,31.0,BRK,NBA,PG,36.0,35.0,36.6,7.8,16.6,0.471,2.7,7.3,0.366,5.2,9.4,0.552,0.551,6.3,7.3,0.856,0.8,7.7,8.5,10.9,1.3,0.8,4.0,2.4,24.6,James Harden
2021-22,32.0,TOT,NBA,PG,65.0,65.0,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4.0,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22.0,James Harden
2021-22,32.0,BRK,NBA,PG,44.0,44.0,37.0,6.6,16.0,0.414,2.3,7.0,0.332,4.3,9.1,0.476,0.486,6.9,8.0,0.869,1.0,7.0,8.0,10.2,1.3,0.7,4.8,2.4,22.5,James Harden
2021-22,32.0,PHI,NBA,PG,21.0,21.0,37.7,5.5,13.6,0.402,2.2,6.7,0.326,3.3,6.9,0.476,0.483,7.9,8.9,0.892,0.6,6.5,7.1,10.5,1.2,0.2,3.4,2.3,21.0,James Harden
